"ML1"	"ML2"	"ML3"
"CC0001"	1.46583025954152	-0.751248510472302	-0.713374961318294
"CC0002"	-1.230398809658	-0.197233008480828	-0.886969658085974
"CC0003"	-1.26625750128376	1.29024046629206	-2.10030096355139
"CC0004"	-1.40347368096592	1.51632612425829	-0.610625836254671
"CC0005"	0.263602369932383	-0.194283279150487	-3.21280866173968
"CC0006"	-0.940690089722179	0.233490131062709	0.378878688675352
"CC0007"	-0.515922519038634	0.861145058600786	2.36486146960975
"CC0008"	-0.243286164547942	1.41520490350393	-1.90550792561852
"CC0009"	-0.801862704285897	0.829890227940808	2.67691704488454
"CC0010"	0.152422237951202	1.73943035711796	0.275809482170337
"CC0011"	-0.580423922843884	-0.640742156343211	0.484779402454074
"CC0012"	-1.18749168975107	-0.699433692069607	0.266128975671339
"CC0013"	0.433988728326002	-0.357749254551105	-0.450859631891655
"CC0014"	-1.10990376978483	0.582629801687365	-1.63406621178269
"CC0015"	2.31164287967086	1.90543445188983	-0.27715170981188
"CC0016"	0.0412374739585295	-0.696145546147469	0.217498673360806
"CC0018"	1.70432883033182	1.39766240632416	0.2261916431384
"CC0019"	0.571132264715604	2.47210172522831	1.49954533421272
"CC0021"	-0.188396136228422	1.84609266738719	-0.150659633411167
"CC0023"	1.32793234054142	-0.322059467579017	-2.77471759445526
"CC0024"	1.9162090434968	1.09970041020491	-2.56176250523674
"CC0025"	0.73883048311498	-1.17888071943827	0.0313353763612369
"CC0026"	0.570963883755065	2.02369559582328	-1.51093923046265
"CC0027"	0.262073178188928	-0.0790243041708901	-0.539661295586693
"CC0028"	-0.333295722558289	-0.920301730828927	-0.109632883178122
"CC0029"	-1.09399663505454	1.63707466242559	-1.41388048535692
"CC0030"	-1.4274701200905	-1.14190895758318	0.0463267267007277
"CC0031"	0.268076305533876	1.28479853675156	1.03008981870468
"CC0032"	0.851810669213316	-1.26479229279168	1.02965762391163
"CC0033"	-0.463111449263551	-0.654278822018428	-0.304989052855164
"CC0035"	-0.705247684708639	1.27729601149774	-0.139455323702856
"CC0036"	-2.13207148212321	0.00792747852011596	1.45563977991875
"CC0039"	0.55292727710523	1.84732588021779	-0.937304405480346
"CC0041"	-1.10862836020304	0.362265802963173	0.790177017745965
"CC0044"	0.371567639861673	-0.185745385188034	-0.726810327493756
"CC0045"	-0.305734374750873	-0.37570544257973	0.505661041644028
"CC0046"	2.0631522880566	-0.987522925227015	2.25510346897664
"CC0047"	-0.705706744208262	0.29766020961349	-0.00599984102036205
"CC0048"	-0.644581097718075	-0.117282366117707	0.690582835572247
"CC0049"	-0.244030335795205	1.25975386914397	-1.19095334151069
"CC0050"	0.555239984410074	2.07709657041093	-0.221950564178471
"CC0051"	0.257005391685443	-0.636312955127172	0.037793837209081
"CC0052"	-0.96798454743478	1.57733629790584	0.421254730705453
"CC0053"	-1.07879522197853	-1.89437458889351	-1.60981137937945
"CC0054"	1.34164782079153	0.720612982979396	1.00254264462509
"CC0055"	0.981667563491318	-1.60921234802206	0.135322008370161
"CC0056"	0.501162478875307	-1.26259532345733	-1.05360877400876
"CC0057"	-0.612453628054518	-1.08336046312656	-1.89189489552726
"CC0058"	0.891376893369357	-1.62854956871113	0.0584673270268319
"CC0059"	0.378856644893827	0.945880870935092	-0.309914708469843
"CC0060"	0.06410496111705	0.444928441531333	-1.88315240416904
"CC0061"	0.481433793041719	-1.42076336704408	0.526489844376759
"CC0063"	0.0348662263361991	-1.19915273216514	0.829249441889044
"CC0064"	-0.931242770515737	1.17952817510476	-1.51274321519901
"CC0065"	0.890968030369397	-1.51723455462973	0.0136237929329988
"CC0068"	0.890229332252293	1.09019640946149	1.2654485693046
"CC0069"	0.19190359929444	1.11723017949727	-1.32291418468236
"CC0070"	0.240029757397806	-0.349459150093099	-0.241660165116179
"CC0071"	-0.593300614715048	2.51476995783788	1.34481888888918
"CC0074"	-1.59311116500612	0.972111936038205	-0.297916696699811
"CC0076"	0.891520228480106	0.689904726520146	1.00555978368315
"CC0077"	-1.03493186584812	-0.773399011606649	0.969261033683123
"CC0078"	-1.31473123730662	-0.80830733661231	-1.25202924765571
"CC0079"	0.931018044521241	0.403312367262802	1.43352063899712
"CC0080"	-0.375823458518955	0.355977964385198	0.878912140709873
"CC0081"	0.492601697700578	-1.36860920811896	-1.35500823536754
"CC0082"	0.792509799512189	0.277794308889896	-0.387156625006792
"CC0085"	-1.41527405230569	0.000534544272194543	1.46988382988495
"CC0086"	0.153408900782787	0.00157315485384514	1.46056856727832
"CC0087"	0.967240653696505	-0.584897850269928	1.91056569736975
"CC0089"	-0.291048836528991	-0.783312231786226	-0.753229793509492
"CC0091"	-1.5967932582893	-1.06132514360878	0.690176490973251
"CC0096"	0.835695930753925	0.158905728442773	-1.48058320480635
"CC0098"	-1.46135996538324	-1.35127469752956	1.00209829284709
"CC0100"	0.179446713219703	1.8677939473067	0.787298092681244
"CC0101"	0.250232964891433	-1.03335586869306	-0.496211869483147
"CC0104"	-1.8750666152176	1.0010366676138	0.398737216214621
"CC0105"	-0.579919930994764	0.678021271217918	0.695945424250443
"CC0106"	1.02410264126143	1.38348038631224	1.01090486974356
"CC0108"	-0.393771005718156	0.66257162518398	1.46353722349645
"CC0110"	-0.775076929831217	-0.016609850878854	0.734313677839853
"CC0111"	-0.37309441853246	1.41391265654079	-1.61834439857168
"CC0112"	-1.03097095977471	-0.858898636060527	-1.98125510327576
"CC0113"	-1.31191753366268	-0.590179658477417	0.152354888530243
"CC0114"	-0.193136015265658	-0.71035178636923	0.223390599114475
"CC0115"	0.312460687196449	1.80138402087313	-0.278562110169734
"CC0116"	-0.495414487102815	-0.00354463845704767	-0.508178500319126
"CC0117"	-1.6464658204838	0.890938806945223	1.22020476370262
"CC0118"	-1.43690626586805	1.14577788536759	1.20002983426119
"CC0119"	0.836435313467096	-0.911581715234368	-0.974528639686289
"CC0122"	0.0788827284299668	-1.13471991908504	-0.947092054093486
"CC0123"	-0.449661951265708	0.786167699006663	-0.176841663418867
"CC0124"	0.582861045958226	-2.03906161540909	1.63616697766175
"CC0125"	0.985928683675585	-1.34535492395447	1.28370511275722
"CC0126"	-0.242595821915898	-0.500391272789267	0.351499016915583
"CC0127"	3.53302419160647	-0.0903918658633103	0.157466334930211
"CC0128"	1.30062340019426	1.48009233441342	2.00496299289194
"CC0129"	-0.43172853931414	-0.63616171789799	0.473628701017153
"CC0132"	1.18903496835667	-0.772026980838251	-2.63113719903534
"CC0134"	-1.45396660683671	-1.0340690399463	-0.92592308092664
"CC0135"	0.0638013911829533	-1.44696332730835	-0.606408908698342
"CC0137"	-0.883977544518922	-1.05221392927192	-0.288496242878849
"CC0138"	-0.118343406715156	-1.44590928555272	1.002629440578
"CC0140"	-0.161071437356772	0.677921006307949	-0.972830364458421
"CC0141"	0.060985283032861	-0.355435679094329	-0.261981991694037
"CC0142"	-0.0135467206954	-0.726589451920289	0.932197782696341
"CC0143"	0.746794166412473	0.467680922384586	2.53348135547988
"CC0144"	0.217844457627362	-2.27993817460877	0.873418705436388
"CC0145"	-1.118427247885	0.386183178374579	0.923880715846665
"CC0146"	-2.0724650469774	-2.30735452989199	0.483378710276978
"CC0147"	1.6191148374791	0.33232099055745	0.000811161076483921
"CC0150"	-0.886158011310492	-0.345459847526135	1.69993073694356
"CC0151"	0.748661441562793	-1.04097047854239	-0.488269790560002
"CC0152"	-0.311944626127869	-1.6330813222336	1.30379542406122
"CC0153"	2.00152539929298	0.475995597677587	0.223675199143031
"CC0154"	3.5995051577545	0.3458143550494	-1.20859319429744
"CC0155"	-0.455942841160488	-0.45141612667396	0.566767973840864
"CC0157"	0.489370318030309	-0.422743588665581	0.937894817548985
"CC0158"	-0.348250212747877	0.701073886393728	-0.332321907658363
"CC0159"	1.51746554327624	-0.453279353453449	-0.734783736652434
"CC0161"	0.461756914007165	-0.107060020600228	-0.303283342371937
"CC0162"	-0.567284107547605	-0.462148790867482	0.645345037982323
"CC0164"	0.405945486359542	-0.754564775059078	1.37633265204798
"CC0165"	0.415738458019487	-0.156486185327261	0.248887074358542
"CC0166"	1.02591137785091	-0.377354272187182	1.32219823450941
"CC0168"	-0.0173909162491965	0.315919469954089	-1.10591534052042
"CC0169"	-0.106152423157778	-0.970952502382196	0.285695557132184
"CC0170"	1.68100899634344	-0.601035129427682	1.1585843791694
"CC0172"	-0.664413871684974	2.40404850392114	0.604743286757508
"CC0173"	-0.0511529206749059	0.284664145574885	-1.57547212089366
"CC0175"	1.00982675252652	-0.429195274622522	-1.15743064227948
"CC0176"	-0.320871838379283	-0.296820940166603	-0.136672660023435
"CC0177"	-0.74321996782554	0.316338133620624	2.07081393643627
"CC0178"	-0.591738331888696	0.356633694225814	-1.19343765126896
"CC0181"	2.16242377572853	-0.458003111021531	0.451072790152647
"CC0182"	-0.535985326112945	-1.00178256455504	-0.411176917634843
"CC0183"	-0.849342812218261	-0.0183807979855739	0.30303454089093
"CC0184"	-2.01053193513395	0.301928973136176	-0.805952652971739
"CC0185"	1.41454415793429	0.938771820775823	1.10253987146398
"CC0186"	-1.63815163786933	-0.848398390148362	-0.940260772748018
"CC0188"	0.285266909471778	-1.12205383006871	-0.906239143854155
"CC0189"	0.313697413328917	0.722072523023625	-0.736766135443992
"CC0190"	0.263022957828967	1.16778001093691	-1.35303210768425
"CC0191"	-0.354572716884734	-1.6823963468226	-1.7365912571528
